합체,형태소,품사,분류,카운트,절대빈도,
隔_v,隔,v,BILIBILI2,4,2.66702E-05,隔 隔 隔 隔 
隔壁_s,隔壁,s,BILIBILI2,4,2.66702E-05,隔壁 隔壁 隔壁 隔壁 
隔夜饭_l,隔夜饭,l,BILIBILI2,2,1.33351E-05,隔夜饭 隔夜饭 
隔岸_s,隔岸,s,BILIBILI2,1,6.66756E-06,隔岸 
隔开_v,隔开,v,BILIBILI2,2,1.33351E-05,隔开 隔开 
隔江_nz,隔江,nz,BILIBILI2,5,3.33378E-05,隔江 隔江 隔江 隔江 隔江 
隔绝_v,隔绝,v,BILIBILI2,1,6.66756E-06,隔绝 
障碍_n,障碍,n,BILIBILI2,1,6.66756E-06,障碍 
隶属于_n,隶属于,n,BILIBILI2,1,6.66756E-06,隶属于 
隻_y,隻,y,BILIBILI2,1,6.66756E-06,隻 
难_a,难,a,BILIBILI2,15,0.000100013,难 难 难 难 难 难 难 难 难 难 难 难 难 难 难 
难_d,难,d,BILIBILI2,1,6.66756E-06,难 
难以_d,难以,d,BILIBILI2,5,3.33378E-05,难以 难以 难以 难以 难以 
难以置信_i,难以置信,i,BILIBILI2,1,6.66756E-06,难以置信 
难免_d,难免,d,BILIBILI2,1,6.66756E-06,难免 
难受_v,难受,v,BILIBILI2,12,8.00107E-05,难受 难受 难受 难受 难受 难受 难受 难受 难受 难受 难受 难受 
难听_v,难听,v,BILIBILI2,8,5.33404E-05,难听 难听 难听 难听 难听 难听 难听 难听 
难尽_d,难尽,d,BILIBILI2,1,6.66756E-06,难尽 
难得_d,难得,d,BILIBILI2,2,1.33351E-05,难得 难得 
难怪_d,难怪,d,BILIBILI2,3,2.00027E-05,难怪 难怪 难怪 
难看_v,难看,v,BILIBILI2,2,1.33351E-05,难看 难看 
难过_v,难过,v,BILIBILI2,32,0.000213362,难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 难过 
难道_d,难道,d,BILIBILI2,40,0.000266702,难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 难道 
雄赳赳_z,雄赳赳,z,BILIBILI2,19,0.000126684,雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 雄赳赳 
雄鹰_n,雄鹰,n,BILIBILI2,2,1.33351E-05,雄鹰 雄鹰 
雅尔塔_nrt,雅尔塔,nrt,BILIBILI2,1,6.66756E-06,雅尔塔 
雅思_nr,雅思,nr,BILIBILI2,1,6.66756E-06,雅思 
集中_v,集中,v,BILIBILI2,3,2.00027E-05,集中 集中 集中 
集体_n,集体,n,BILIBILI2,3,2.00027E-05,集体 集体 集体 
集团_n,集团,n,BILIBILI2,8,5.33404E-05,集团 集团 集团 集团 集团 集团 集团 集团 
集团军_n,集团军,n,BILIBILI2,3,2.00027E-05,集团军 集团军 集团军 
集美_nz,集美,nz,BILIBILI2,1,6.66756E-06,集美 
集资_n,集资,n,BILIBILI2,4,2.66702E-05,集资 集资 集资 集资 
集齐_v,集齐,v,BILIBILI2,2,1.33351E-05,集齐 集齐 
雨_n,雨,n,BILIBILI2,1,6.66756E-06,雨 
雪_n,雪,n,BILIBILI2,13,8.66782E-05,雪 雪 雪 雪 雪 雪 雪 雪 雪 雪 雪 雪 雪 
雪地_n,雪地,n,BILIBILI2,3,2.00027E-05,雪地 雪地 雪地 
雪堆_n,雪堆,n,BILIBILI2,1,6.66756E-06,雪堆 
零_m,零,m,BILIBILI2,2,1.33351E-05,零 零 
零下_m,零下,m,BILIBILI2,15,0.000100013,零下 零下 零下 零下 零下 零下 零下 零下 零下 零下 零下 零下 零下 零下 零下 
零头_n,零头,n,BILIBILI2,1,6.66756E-06,零头 
零零散散_z,零零散散,z,BILIBILI2,1,6.66756E-06,零零散散 
雷_nr,雷,nr,BILIBILI2,2,1.33351E-05,雷 雷 
雷区_n,雷区,n,BILIBILI2,1,6.66756E-06,雷区 
雷打不动_i,雷打不动,i,BILIBILI2,1,6.66756E-06,雷打不动 
雷点_n,雷点,n,BILIBILI2,1,6.66756E-06,雷点 
雷蒙德_nr,雷蒙德,nr,BILIBILI2,1,6.66756E-06,雷蒙德 
雷达兵_nr,雷达兵,nr,BILIBILI2,3,2.00027E-05,雷达兵 雷达兵 雷达兵 
雷达站_nr,雷达站,nr,BILIBILI2,1,6.66756E-06,雷达站 
雷锋_nr,雷锋,nr,BILIBILI2,1,6.66756E-06,雷锋 
需_v,需,v,BILIBILI2,1,6.66756E-06,需 
需不需要_v,需不需要,v,BILIBILI2,1,6.66756E-06,需不需要 
需求_v,需求,v,BILIBILI2,2,1.33351E-05,需求 需求 
需要_v,需要,v,BILIBILI2,55,0.000366716,需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 需要 
震惊_v,震惊,v,BILIBILI2,4,2.66702E-05,震惊 震惊 震惊 震惊 
震聋_vn,震聋,vn,BILIBILI2,1,6.66756E-06,震聋 
霉菌_n,霉菌,n,BILIBILI2,2,1.33351E-05,霉菌 霉菌 
霉霉_n,霉霉,n,BILIBILI2,1,6.66756E-06,霉霉 
霍勇_nr,霍勇,nr,BILIBILI2,1,6.66756E-06,霍勇 
霍顿_nr,霍顿,nr,BILIBILI2,1,6.66756E-06,霍顿 
霏霏_z,霏霏,z,BILIBILI2,1,6.66756E-06,霏霏 
霞姐_n,霞姐,n,BILIBILI2,1,6.66756E-06,霞姐 
露_v,露,v,BILIBILI2,1,6.66756E-06,露 
露馅儿_v,露馅儿,v,BILIBILI2,1,6.66756E-06,露馅儿 
霸权_n,霸权,n,BILIBILI2,1,6.66756E-06,霸权 
青_a,青,a,BILIBILI2,2,1.33351E-05,青 青 
青少年_nr,青少年,nr,BILIBILI2,5,3.33378E-05,青少年 青少年 青少年 青少年 青少年 
青少年儿童_l,青少年儿童,l,BILIBILI2,2,1.33351E-05,青少年儿童 青少年儿童 
青年_t,青年,t,BILIBILI2,10,6.66756E-05,青年 青年 青年 青年 青年 青年 青年 青年 青年 青年 
青年一代_t,青年一代,t,BILIBILI2,1,6.66756E-06,青年一代 
青年人_n,青年人,n,BILIBILI2,1,6.66756E-06,青年人 
青年团_nt,青年团,nt,BILIBILI2,1,6.66756E-06,青年团 
青春_ns,青春,ns,BILIBILI2,13,8.66782E-05,青春 青春 青春 青春 青春 青春 青春 青春 青春 青春 青春 青春 青春 
青蓝紫_nr,青蓝紫,nr,BILIBILI2,1,6.66756E-06,青蓝紫 
靓_g,靓,g,BILIBILI2,1,6.66756E-06,靓 
靓仔_n,靓仔,n,BILIBILI2,1,6.66756E-06,靓仔 
靖国神社_nr,靖国神社,nr,BILIBILI2,2,1.33351E-05,靖国神社 靖国神社 
静下来_l,静下来,l,BILIBILI2,1,6.66756E-06,静下来 
静好_z,静好,z,BILIBILI2,1,6.66756E-06,静好 
静静的_z,静静的,z,BILIBILI2,1,6.66756E-06,静静的 
非_d,非,d,BILIBILI2,2,1.33351E-05,非 非 
非_h,非,h,BILIBILI2,9,6.0008E-05,非 非 非 非 非 非 非 非 非 
非主流_n,非主流,n,BILIBILI2,3,2.00027E-05,非主流 非主流 非主流 
非亲非故_i,非亲非故,i,BILIBILI2,1,6.66756E-06,非亲非故 
非但_c,非但,c,BILIBILI2,2,1.33351E-05,非但 非但 
非凡_d,非凡,d,BILIBILI2,1,6.66756E-06,非凡 
非常_d,非常,d,BILIBILI2,27,0.000180024,非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 非常 
非常复杂_b,非常复杂,b,BILIBILI2,1,6.66756E-06,非常复杂 
非得_d,非得,d,BILIBILI2,3,2.00027E-05,非得 非得 非得 
非我族类_l,非我族类,l,BILIBILI2,1,6.66756E-06,非我族类 
非战斗_nz,非战斗,nz,BILIBILI2,1,6.66756E-06,非战斗 
非正常_b,非正常,b,BILIBILI2,1,6.66756E-06,非正常 
非法_b,非法,b,BILIBILI2,7,4.66729E-05,非法 非法 非法 非法 非法 非法 非法 
非理性_b,非理性,b,BILIBILI2,2,1.33351E-05,非理性 非理性 
非的_d,非的,d,BILIBILI2,1,6.66756E-06,非的 
非营利_ns,非营利,ns,BILIBILI2,2,1.33351E-05,非营利 非营利 
非要_b,非要,b,BILIBILI2,9,6.0008E-05,非要 非要 非要 非要 非要 非要 非要 非要 非要 
非要_d,非要,d,BILIBILI2,1,6.66756E-06,非要 
非黑_z,非黑,z,BILIBILI2,1,6.66756E-06,非黑 
靠_v,靠,v,BILIBILI2,18,0.000120016,靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 靠 
靠着_p,靠着,p,BILIBILI2,1,6.66756E-06,靠着 
面_n,面,n,BILIBILI2,2,1.33351E-05,面 面 
面上_f,面上,f,BILIBILI2,3,2.00027E-05,面上 面上 面上 
面前_f,面前,f,BILIBILI2,207,0.001380184,面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 面前 
面向未来_l,面向未来,l,BILIBILI2,25,0.000166689,面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 面向未来 
面子_n,面子,n,BILIBILI2,1,6.66756E-06,面子 
面对_v,面对,v,BILIBILI2,12,8.00107E-05,面对 面对 面对 面对 面对 面对 面对 面对 面对 面对 面对 面对 
面熟_v,面熟,v,BILIBILI2,1,6.66756E-06,面熟 
面目全非_i,面目全非,i,BILIBILI2,1,6.66756E-06,面目全非 
面相_n,面相,n,BILIBILI2,2,1.33351E-05,面相 面相 
面试_v,面试,v,BILIBILI2,1,6.66756E-06,面试 
面部_f,面部,f,BILIBILI2,3,2.00027E-05,面部 面部 面部 
革命_vn,革命,vn,BILIBILI2,5,3.33378E-05,革命 革命 革命 革命 革命 
革命先烈_i,革命先烈,i,BILIBILI2,2,1.33351E-05,革命先烈 革命先烈 
革命烈士_n,革命烈士,n,BILIBILI2,1,6.66756E-06,革命烈士 
革命英雄_n,革命英雄,n,BILIBILI2,1,6.66756E-06,革命英雄 
靴子_n,靴子,n,BILIBILI2,1,6.66756E-06,靴子 
靶场_n,靶场,n,BILIBILI2,1,6.66756E-06,靶场 
靶子_n,靶子,n,BILIBILI2,9,6.0008E-05,靶子 靶子 靶子 靶子 靶子 靶子 靶子 靶子 靶子 
鞭尸_n,鞭尸,n,BILIBILI2,2,1.33351E-05,鞭尸 鞭尸 
韩_j,韩,j,BILIBILI2,138,0.000920123,韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 
韩_nr,韩,nr,BILIBILI2,30,0.000200027,韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 韩 
韩中_nr,韩中,nr,BILIBILI2,2,1.33351E-05,韩中 韩中 
韩令_nr,韩令,nr,BILIBILI2,70,0.000466729,韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 韩令 
韩令后_nr,韩令后,nr,BILIBILI2,1,6.66756E-06,韩令后 
韩令禁_nr,韩令禁,nr,BILIBILI2,1,6.66756E-06,韩令禁 
韩偶_nr,韩偶,nr,BILIBILI2,1,6.66756E-06,韩偶 
韩军_nr,韩军,nr,BILIBILI2,14,9.33458E-05,韩军 韩军 韩军 韩军 韩军 韩军 韩军 韩军 韩军 韩军 韩军 韩军 韩军 韩军 
韩冥国_nr,韩冥国,nr,BILIBILI2,1,6.66756E-06,韩冥国 
韩冥族_nr,韩冥族,nr,BILIBILI2,1,6.66756E-06,韩冥族 
韩剧_nz,韩剧,nz,BILIBILI2,5,3.33378E-05,韩剧 韩剧 韩剧 韩剧 韩剧 
韩团_nr,韩团,nr,BILIBILI2,8,5.33404E-05,韩团 韩团 韩团 韩团 韩团 韩团 韩团 韩团 
韩国_ns,韩国,ns,BILIBILI2,734,0.004893986,韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 韩国 
韩国公司_nt,韩国公司,nt,BILIBILI2,2,1.33351E-05,韩国公司 韩国公司 
韩国政府_nt,韩国政府,nt,BILIBILI2,4,2.66702E-05,韩国政府 韩国政府 韩国政府 韩国政府 
韩圈_nr,韩圈,nr,BILIBILI2,11,7.33431E-05,韩圈 韩圈 韩圈 韩圈 韩圈 韩圈 韩圈 韩圈 韩圈 韩圈 韩圈 
韩圈太_nr,韩圈太,nr,BILIBILI2,2,1.33351E-05,韩圈太 韩圈太 
韩圈粉_nr,韩圈粉,nr,BILIBILI2,1,6.66756E-06,韩圈粉 
韩娱_nr,韩娱,nr,BILIBILI2,4,2.66702E-05,韩娱 韩娱 韩娱 韩娱 
韩式_nr,韩式,nr,BILIBILI2,2,1.33351E-05,韩式 韩式 
韩文_nr,韩文,nr,BILIBILI2,2,1.33351E-05,韩文 韩文 
韩方_nr,韩方,nr,BILIBILI2,5,3.33378E-05,韩方 韩方 韩方 韩方 韩方 
韩星_nr,韩星,nr,BILIBILI2,18,0.000120016,韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 韩星 
韩曲_nr,韩曲,nr,BILIBILI2,1,6.66756E-06,韩曲 
韩朝_nr,韩朝,nr,BILIBILI2,8,5.33404E-05,韩朝 韩朝 韩朝 韩朝 韩朝 韩朝 韩朝 韩朝 
韩歌_nr,韩歌,nr,BILIBILI2,2,1.33351E-05,韩歌 韩歌 
韩流_nr,韩流,nr,BILIBILI2,4,2.66702E-05,韩流 韩流 韩流 韩流 
韩流_ns,韩流,ns,BILIBILI2,15,0.000100013,韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 韩流 
韩流娘_nr,韩流娘,nr,BILIBILI2,1,6.66756E-06,韩流娘 
韩狗_nr,韩狗,nr,BILIBILI2,3,2.00027E-05,韩狗 韩狗 韩狗 
韩禁韩_nr,韩禁韩,nr,BILIBILI2,24,0.000160021,韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 韩禁韩 
韩米_nr,韩米,nr,BILIBILI2,1,6.66756E-06,韩米 
韩粉_nr,韩粉,nr,BILIBILI2,5,3.33378E-05,韩粉 韩粉 韩粉 韩粉 韩粉 
韩综_nr,韩综,nr,BILIBILI2,2,1.33351E-05,韩综 韩综 
韩网_nz,韩网,nz,BILIBILI2,1,6.66756E-06,韩网 
韩美_ns,韩美,ns,BILIBILI2,50,0.000333378,韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 韩美 
韩美军_nr,韩美军,nr,BILIBILI2,2,1.33351E-05,韩美军 韩美军 
韩联社_nt,韩联社,nt,BILIBILI2,1,6.66756E-06,韩联社 
韩裔_nr,韩裔,nr,BILIBILI2,1,6.66756E-06,韩裔 
韩语_nz,韩语,nz,BILIBILI2,6,4.00053E-05,韩语 韩语 韩语 韩语 韩语 韩语 
韭菜_n,韭菜,n,BILIBILI2,8,5.33404E-05,韭菜 韭菜 韭菜 韭菜 韭菜 韭菜 韭菜 韭菜 
音_n,音,n,BILIBILI2,7,4.66729E-05,音 音 音 音 音 音 音 
音乐_n,音乐,n,BILIBILI2,48,0.000320043,音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 音乐 
音乐剧_n,音乐剧,n,BILIBILI2,2,1.33351E-05,音乐剧 音乐剧 
音乐舞蹈_n,音乐舞蹈,n,BILIBILI2,1,6.66756E-06,音乐舞蹈 
音娘_n,音娘,n,BILIBILI2,1,6.66756E-06,音娘 
音饭_n,音饭,n,BILIBILI2,3,2.00027E-05,音饭 音饭 音饭 
顶_v,顶,v,BILIBILI2,4,2.66702E-05,顶 顶 顶 顶 
顶一下_d,顶一下,d,BILIBILI2,1,6.66756E-06,顶一下 
顶上去_v,顶上去,v,BILIBILI2,3,2.00027E-05,顶上去 顶上去 顶上去 
顶住_v,顶住,v,BILIBILI2,1,6.66756E-06,顶住 
顶多_d,顶多,d,BILIBILI2,4,2.66702E-05,顶多 顶多 顶多 顶多 
顶梁_n,顶梁,n,BILIBILI2,1,6.66756E-06,顶梁 
顶流_n,顶流,n,BILIBILI2,1,6.66756E-06,顶流 
顺便_ad,顺便,ad,BILIBILI2,2,1.33351E-05,顺便 顺便 
顺带_n,顺带,n,BILIBILI2,1,6.66756E-06,顺带 
顺水_n,顺水,n,BILIBILI2,3,2.00027E-05,顺水 顺水 顺水 
顺眼_d,顺眼,d,BILIBILI2,2,1.33351E-05,顺眼 顺眼 
顺着_p,顺着,p,BILIBILI2,1,6.66756E-06,顺着 
顺风_n,顺风,n,BILIBILI2,3,2.00027E-05,顺风 顺风 顺风 
顽强_a,顽强,a,BILIBILI2,1,6.66756E-06,顽强 
顾及_v,顾及,v,BILIBILI2,1,6.66756E-06,顾及 
顾虑_v,顾虑,v,BILIBILI2,1,6.66756E-06,顾虑 
颁_v,颁,v,BILIBILI2,1,6.66756E-06,颁 
颁_vg,颁,vg,BILIBILI2,3,2.00027E-05,颁 颁 颁 
颁奖_v,颁奖,v,BILIBILI2,6,4.00053E-05,颁奖 颁奖 颁奖 颁奖 颁奖 颁奖 
颁奖典礼_n,颁奖典礼,n,BILIBILI2,3,2.00027E-05,颁奖典礼 颁奖典礼 颁奖典礼 
颁奖词_n,颁奖词,n,BILIBILI2,1,6.66756E-06,颁奖词 
颁布_v,颁布,v,BILIBILI2,2,1.33351E-05,颁布 颁布 
颁给_v,颁给,v,BILIBILI2,2,1.33351E-05,颁给 颁给 
颁范_v,颁范,v,BILIBILI2,1,6.66756E-06,颁范 
预备_v,预备,v,BILIBILI2,1,6.66756E-06,预备 
预定_v,预定,v,BILIBILI2,1,6.66756E-06,预定 
预想到_v,预想到,v,BILIBILI2,1,6.66756E-06,预想到 
预约_v,预约,v,BILIBILI2,1,6.66756E-06,预约 
预见_v,预见,v,BILIBILI2,1,6.66756E-06,预见 
